frame_id,stone_id,team,x_px,y_px
2349,4530,yellow,321,391
2349,4531,red,535,389
2349,4532,yellow,743,417
2350,4533,yellow,561,515
2350,4534,red,417,458
2350,4535,yellow,321,391
2350,4536,red,535,389
2350,4537,yellow,743,417
2351,4538,yellow,561,515
2351,4539,red,417,458
2351,4540,yellow,321,391
2351,4541,red,535,389
2351,4542,yellow,743,417
2352,4543,yellow,561,515
2352,4544,red,417,458
2352,4545,yellow,321,391
2352,4546,red,535,388
2352,4547,yellow,743,417
2353,4548,yellow,561,515
2353,4549,red,417,458
2353,4550,yellow,320,391
2353,4551,red,535,388
2353,4552,yellow,743,417
2354,4553,yellow,561,515
2354,4554,red,417,458
2354,4555,yellow,320,391
2354,4556,red,535,388
2354,4557,yellow,743,417
2355,4558,yellow,561,515
2355,4559,red,417,458
2355,4560,yellow,320,390
2355,4561,red,535,388
2355,4562,yellow,743,417
2356,4563,yellow,561,515
2356,4564,red,417,458
2356,4565,yellow,320,390
2356,4566,red,535,388
2356,4567,yellow,743,417
2356,4568,yellow,528,325
2357,4569,yellow,561,515
2357,4570,red,417,458
2357,4571,yellow,320,390
2357,4572,red,535,388
2357,4573,yellow,743,417
2357,4574,yellow,526,326
2358,4575,yellow,562,515
2358,4576,red,417,458
2358,4577,yellow,320,390
2358,4578,red,535,388
2358,4579,yellow,743,417
2358,4580,yellow,512,331
2359,4581,yellow,562,515
2359,4582,red,417,458
2359,4583,yellow,320,390
2359,4584,red,535,388
2359,4585,yellow,743,417
2360,4586,yellow,561,515
2360,4587,red,417,458
2360,4588,yellow,320,391
2360,4589,red,535,389
2360,4590,yellow,743,417
2361,4591,yellow,562,515
2361,4592,red,417,458
2361,4593,yellow,321,391
2361,4594,red,535,389
2361,4595,yellow,743,417
2362,4596,yellow,562,515
2362,4597,red,417,458
2362,4598,yellow,321,391
2362,4599,red,535,389
2362,4600,yellow,743,417
2363,4601,yellow,562,515
2363,4602,red,417,458
2363,4603,yellow,321,391
2363,4604,red,535,389
2363,4605,yellow,743,417
2364,4606,yellow,562,515
2364,4607,red,417,459
2364,4608,yellow,321,391
2364,4609,red,535,389
2364,4610,yellow,743,417
2365,4611,yellow,562,515
2365,4612,red,417,459
2365,4613,yellow,321,391
2365,4614,red,535,389
2365,4615,yellow,743,417
2366,4616,yellow,562,515
2366,4617,red,417,459
2366,4618,yellow,321,391
2366,4619,red,535,389
2366,4620,yellow,743,417
2367,4621,yellow,562,515
2367,4622,red,417,460
2367,4623,yellow,321,391
2367,4624,red,535,389
2367,4625,yellow,743,417
2368,4626,yellow,562,515
2368,4627,red,417,459
2368,4628,yellow,321,391
2368,4629,red,535,389
2368,4630,yellow,743,417
2369,4631,yellow,562,515
2369,4632,red,417,459
2369,4633,yellow,321,391
2369,4634,red,535,389
2369,4635,yellow,743,417
2370,4636,yellow,562,515
2370,4637,red,417,459
2370,4638,yellow,321,392
2370,4639,red,535,389
2370,4640,yellow,743,417
2371,4641,yellow,562,515
2371,4642,red,417,459
2371,4643,yellow,321,392
2371,4644,red,535,389
2371,4645,yellow,743,417
2372,4646,yellow,562,515
2372,4647,red,417,459
2372,4648,yellow,321,392
2372,4649,red,535,389
2372,4650,yellow,743,417
2373,4651,yellow,562,515
2373,4652,red,417,459
2373,4653,yellow,321,392
2373,4654,red,535,389
2373,4655,yellow,743,417
2374,4656,yellow,562,515
2374,4657,red,417,459
2374,4658,yellow,321,392
2374,4659,red,535,389
2374,4660,yellow,743,417
2375,4661,yellow,562,515
2375,4662,red,417,459
2375,4663,yellow,321,392
2375,4664,red,535,389
2375,4665,yellow,743,417
2376,4666,yellow,562,515
2376,4667,red,417,459
2376,4668,yellow,321,392
2376,4669,red,535,389
2376,4670,yellow,743,417
2377,4671,yellow,562,515
2377,4672,red,417,459
2377,4673,yellow,321,391
2377,4674,red,535,389
2377,4675,yellow,743,417
2378,4676,yellow,562,515
2378,4677,red,417,459
2378,4678,yellow,321,391
2378,4679,red,535,389
2378,4680,yellow,743,417
2379,4681,yellow,562,515
2379,4682,red,417,459
2379,4683,yellow,321,391
2379,4684,red,535,389
2379,4685,yellow,743,417
2380,4686,yellow,562,515
2380,4687,red,417,459
2380,4688,yellow,321,391
2380,4689,red,535,389
2380,4690,yellow,743,417
2381,4691,yellow,562,515
2381,4692,red,417,459
2381,4693,yellow,321,391
2381,4694,red,535,389
2381,4695,yellow,743,417
2382,4696,yellow,561,515
2382,4697,red,417,459
2382,4698,yellow,321,391
2382,4699,red,535,388
2382,4700,yellow,743,417
2383,4701,yellow,561,515
2383,4702,red,417,459
2383,4703,yellow,321,391
2383,4704,red,536,388
2383,4705,yellow,743,417
2384,4706,yellow,561,515
2384,4707,red,417,458
2384,4708,yellow,321,391
2384,4709,red,536,388
2384,4710,yellow,743,417
2385,4711,yellow,561,515
2385,4712,red,417,458
2385,4713,yellow,321,391
2385,4714,red,536,388
2385,4715,yellow,743,417
2386,4716,yellow,561,515
2386,4717,red,417,458
2386,4718,yellow,321,391
2386,4719,red,535,388
2386,4720,yellow,743,417
2387,4721,yellow,561,515
2387,4722,red,417,458
2387,4723,yellow,321,391
2387,4724,red,535,388
2387,4725,yellow,743,417
2388,4726,yellow,561,515
2388,4727,red,417,458
2388,4728,yellow,321,391
2388,4729,red,535,388
2388,4730,yellow,743,417
2389,4731,yellow,561,515
2389,4732,red,417,458
2389,4733,yellow,321,391
2389,4734,red,535,388
2389,4735,yellow,743,417
2390,4736,yellow,561,515
2390,4737,red,417,458
2390,4738,yellow,321,391
2390,4739,red,536,388
2390,4740,yellow,743,417
2391,4741,yellow,561,514
2391,4742,red,417,459
2391,4743,yellow,321,391
2391,4744,red,535,388
2391,4745,yellow,743,417
2392,4746,yellow,562,515
2392,4747,red,417,459
2392,4748,yellow,321,391
2392,4749,red,535,389
2392,4750,yellow,743,417
2393,4751,yellow,562,515
2393,4752,red,417,459
2393,4753,yellow,321,391
2393,4754,red,535,389
2393,4755,yellow,743,417
2394,4756,yellow,562,515
2394,4757,red,417,459
2394,4758,yellow,321,391
2394,4759,red,535,389
2394,4760,yellow,743,417
2395,4761,yellow,562,515
2395,4762,red,417,459
2395,4763,yellow,321,391
2395,4764,red,535,389
2395,4765,yellow,743,417
2396,4766,yellow,562,516
2396,4767,red,417,459
2396,4768,yellow,321,391
2396,4769,red,535,389
2396,4770,yellow,743,417
2397,4771,yellow,562,516
2397,4772,red,417,459
2397,4773,yellow,321,391
2397,4774,red,535,389
2397,4775,yellow,743,417
2398,4776,yellow,562,516
2398,4777,red,417,459
2398,4778,yellow,321,392
2398,4779,red,535,389
2398,4780,yellow,743,417
2399,4781,yellow,562,516
2399,4782,red,417,459
2399,4783,yellow,321,392
2399,4784,red,535,389
2399,4785,yellow,743,417
2400,4786,yellow,562,516
2400,4787,red,417,460
2400,4788,yellow,321,392
2400,4789,red,535,389
2400,4790,yellow,743,417
2401,4791,red,417,460
2401,4792,yellow,562,516
2401,4793,yellow,321,392
2401,4794,red,535,389
2401,4795,yellow,743,417
2402,4796,red,417,460
2402,4797,yellow,562,516
2402,4798,yellow,321,392
2402,4799,red,535,389
2402,4800,yellow,743,417
2403,4801,red,417,460
2403,4802,yellow,562,516
2403,4803,yellow,321,392
2403,4804,red,535,389
2403,4805,yellow,743,417
2404,4806,yellow,562,516
2404,4807,red,417,460
2404,4808,yellow,321,391
2404,4809,red,535,389
2404,4810,yellow,743,417
2405,4811,yellow,562,516
2405,4812,red,417,460
2405,4813,yellow,321,391
2405,4814,red,535,389
2405,4815,yellow,743,417
2406,4816,yellow,562,516
2406,4817,red,417,459
2406,4818,yellow,321,391
2406,4819,red,535,389
2406,4820,yellow,743,417
2407,4821,yellow,562,516
2407,4822,red,417,459
2407,4823,yellow,321,391
2407,4824,red,535,389
2407,4825,yellow,743,417
2408,4826,yellow,562,515
2408,4827,red,417,459
2408,4828,yellow,321,391
2408,4829,red,535,389
2408,4830,yellow,743,417
2409,4831,yellow,562,515
2409,4832,red,417,459
2409,4833,yellow,321,391
2409,4834,red,535,389
2409,4835,yellow,743,417
2410,4836,yellow,562,515
2410,4837,red,417,459
2410,4838,yellow,321,391
2410,4839,red,535,389
2410,4840,yellow,743,417
2411,4841,yellow,562,515
2411,4842,red,417,459
2411,4843,yellow,321,391
2411,4844,red,535,388
2411,4845,yellow,743,417
2412,4846,yellow,562,515
2412,4847,red,417,459
2412,4848,yellow,321,391
2412,4849,red,535,388
2412,4850,yellow,743,417
2413,4851,yellow,562,515
2413,4852,red,417,459
2413,4853,red,535,388
2413,4854,yellow,321,391
2413,4855,yellow,743,417
2414,4856,yellow,562,515
2414,4857,red,417,459
2414,4858,red,535,388
2414,4859,yellow,321,391
2414,4860,yellow,743,417
2415,4861,yellow,562,515
2415,4862,red,417,459
2415,4863,yellow,321,391
2415,4864,red,535,388
2415,4865,yellow,743,417
2416,4866,yellow,562,515
2416,4867,red,417,459
2416,4868,red,535,388
2416,4869,yellow,321,391
2416,4870,yellow,743,417
2417,4871,yellow,562,515
2417,4872,red,417,459
2417,4873,red,535,388
2417,4874,yellow,321,391
2417,4875,yellow,743,417
2418,4876,yellow,561,515
2418,4877,red,417,458
2418,4878,yellow,321,391
2418,4879,red,535,388
2418,4880,yellow,743,417
2419,4881,yellow,561,515
2419,4882,red,417,458
2419,4883,yellow,321,391
2419,4884,red,535,388
2419,4885,yellow,743,417
2420,4886,yellow,562,515
2420,4887,red,417,458
2420,4888,yellow,321,391
2420,4889,red,535,388
2420,4890,yellow,743,417
2421,4891,yellow,561,515
2421,4892,red,417,458
2421,4893,yellow,321,391
2421,4894,red,535,388
2421,4895,yellow,743,417
2422,4896,yellow,562,515
2422,4897,red,417,458
2422,4898,yellow,321,391
2422,4899,red,535,388
2422,4900,yellow,743,417
2423,4901,yellow,562,515
2423,4902,red,417,458
2423,4903,yellow,321,391
2423,4904,red,536,388
2423,4905,yellow,743,417
2424,4906,red,955,444
2424,4907,red,466,446
2424,4908,red,943,444
2424,4909,red,926,445
2425,4910,red,953,443
2425,4911,red,468,447
2425,4912,red,943,443
2425,4913,red,925,443
2425,4914,red,933,443
2425,4915,red,934,444
2426,4916,red,951,443
2426,4917,red,468,447
2426,4918,red,924,443
2426,4919,red,937,444
2427,4920,red,468,445
2427,4921,red,945,441
2428,4922,red,467,445
2428,4923,red,945,440
2428,4924,red,953,441
2429,4925,red,467,443
2429,4926,red,941,439
2430,4927,red,468,444
2430,4928,red,943,438
2431,4929,red,467,443
2431,4930,red,942,438
2432,4931,red,467,440
2432,4932,red,942,437
2433,4933,red,467,437
2433,4934,red,943,437
2434,4935,red,466,437
2434,4936,red,942,435
2435,4937,red,467,436
2435,4938,red,943,434
2436,4939,red,945,433
2436,4940,red,467,434
2437,4941,red,944,432
2437,4942,red,467,434
2438,4943,red,942,432
2438,4944,red,467,432
2439,4945,red,943,432
2439,4946,red,468,433
2440,4947,red,943,431
2440,4948,red,468,433
2441,4949,red,943,431
2441,4950,red,468,433
2442,4951,red,942,430
2442,4952,red,468,433
2443,4953,red,943,430
2443,4954,red,468,433
2443,4955,red,953,431
2444,4956,red,943,430
2444,4957,red,468,434
2444,4958,red,918,433
2445,4959,red,468,434
2445,4960,red,946,430
2445,4961,red,898,429
2445,4962,red,926,427
2446,4963,red,896,429
2446,4964,red,468,433
2446,4965,red,951,431
2446,4966,red,925,427
2446,4967,red,940,430
2447,4968,red,895,430
2447,4969,red,948,431
2447,4970,red,467,433
2447,4971,red,924,427
2448,4972,red,467,434
2448,4973,red,896,430
2448,4974,red,950,431
2448,4975,red,925,428
2449,4976,red,895,429
2449,4977,red,467,434
2449,4978,red,951,431
2449,4979,red,925,427
2449,4980,red,938,430
2449,4981,red,930,430
2450,4982,red,896,429
2450,4983,red,468,434
2450,4984,red,950,430
2450,4985,red,925,428
2450,4986,red,935,430
2451,4987,red,896,430
2451,4988,red,468,434
2451,4989,red,946,431
2451,4990,red,925,427
2451,4991,red,931,430
2452,4992,red,467,434
2452,4993,red,896,429
2452,4994,red,949,431
2452,4995,red,925,427
2452,4996,red,930,430
2453,4997,red,468,434
2453,4998,red,896,429
2453,4999,red,950,431
2453,5000,red,924,427
2453,5001,red,940,431
2454,5002,red,896,429
2454,5003,red,468,434
2454,5004,red,950,431
2454,5005,red,926,427
2454,5006,red,931,430
2455,5007,red,468,434
2455,5008,red,896,429
2455,5009,red,950,431
2455,5010,red,926,427
2455,5011,red,930,430
2456,5012,red,469,434
2456,5013,red,896,429
2456,5014,red,949,431
2456,5015,red,926,426
2456,5016,red,931,430
2457,5017,red,896,430
2457,5018,red,469,434
2457,5019,red,949,431
2457,5020,red,926,427
2457,5021,red,931,430
2458,5022,red,894,429
2458,5023,red,948,430
2458,5024,red,470,434
2458,5025,red,923,428
2458,5026,red,938,430
2458,5027,red,918,428
2459,5028,red,894,429
2459,5029,red,471,434
2459,5030,red,947,430
2459,5031,red,923,428
2459,5032,red,918,428
2460,5033,red,893,428
2460,5034,red,948,430
2460,5035,red,473,434
2460,5036,red,923,428
2460,5037,red,938,430
2461,5038,red,894,429
2461,5039,red,475,433
2461,5040,red,949,430
2461,5041,red,924,428
2461,5042,red,940,430
2461,5043,red,902,429
2462,5044,red,895,429
2462,5045,red,475,434
2462,5046,red,953,431
2462,5047,red,926,427
2462,5048,red,940,431
2463,5049,red,476,435
2463,5050,red,896,429
2463,5051,red,951,431
2463,5052,red,926,427
2464,5053,red,896,429
2464,5054,red,478,435
2464,5055,red,950,431
2464,5056,red,926,427
2465,5057,red,896,429
2465,5058,red,478,435
2465,5059,red,952,431
2465,5060,red,927,427
2466,5061,red,478,436
2466,5062,red,895,430
2466,5063,red,953,431
2466,5064,red,942,431
2466,5065,red,927,427
2467,5066,red,479,436
2467,5067,red,895,430
2467,5068,red,950,431
2467,5069,red,926,427
2467,5070,red,931,431
2468,5071,red,479,437
2468,5072,red,895,430
2468,5073,red,953,431
2468,5074,red,926,427
2468,5075,red,940,431
2469,5076,red,479,435
2469,5077,red,896,429
2469,5078,red,953,431
2469,5079,red,941,431
2469,5080,red,927,427
2470,5081,red,479,435
2470,5082,red,896,430
2470,5083,red,949,431
2470,5084,red,929,431
2471,5085,red,479,435
2471,5086,red,896,430
2471,5087,red,946,431
2472,5088,red,479,435
2472,5089,red,895,430
2472,5090,red,951,431
2472,5091,red,925,428
2472,5092,red,931,431
2473,5093,red,894,429
2473,5094,red,479,435
2473,5095,red,949,431
2473,5096,red,924,428
2473,5097,red,939,431
2473,5098,red,902,429
2474,5099,red,894,429
2474,5100,red,480,435
2474,5101,red,950,431
2474,5102,red,924,429
2474,5103,red,938,431
2474,5104,red,904,429
2475,5105,red,480,435
2475,5106,red,895,430
2475,5107,red,952,431
2475,5108,red,941,431
2475,5109,red,927,431
2476,5110,red,480,434
2476,5111,red,895,429
2476,5112,red,950,430
2476,5113,red,924,427
2476,5114,red,938,430
2477,5115,red,480,434
2477,5116,red,895,429
2477,5117,red,953,431
2477,5118,red,942,430
2477,5119,red,924,427
2478,5120,red,479,434
2478,5121,red,895,429
2478,5122,red,951,431
2478,5123,red,940,430
2478,5124,red,924,427
2479,5125,red,479,434
2479,5126,red,895,429
2479,5127,red,953,431
2479,5128,red,942,430
2479,5129,red,925,427
2480,5130,red,894,429
2480,5131,red,478,433
2480,5132,red,949,430
2480,5133,red,924,427
2480,5134,red,937,430
2480,5135,red,913,428
2480,5136,red,907,429
2481,5137,red,894,429
2481,5138,red,479,433
2481,5139,red,949,430
2481,5140,red,924,428
2481,5141,red,937,430
2481,5142,red,903,428
2482,5143,red,895,429
2482,5144,red,479,433
2482,5145,red,950,430
2482,5146,red,924,427
2482,5147,red,937,430
2482,5148,red,931,430
2483,5149,red,480,434
2483,5150,red,895,429
2483,5151,red,951,431
2483,5152,red,925,427
2483,5153,red,937,430
2484,5154,red,480,434
2484,5155,red,895,429
2484,5156,red,952,431
2484,5157,red,926,427
2484,5158,red,938,431
2485,5159,red,480,434
2485,5160,red,895,429
2485,5161,red,952,431
2485,5162,red,942,430
2485,5163,red,925,427
2486,5164,red,481,434
2486,5165,red,895,429
2486,5166,red,949,431
2486,5167,red,924,427
2486,5168,red,933,430
2487,5169,red,481,435
2487,5170,red,895,429
2487,5171,red,950,431
2487,5172,red,924,427
2487,5173,red,932,430
2488,5174,red,481,435
2488,5175,red,895,429
2488,5176,red,950,431
2488,5177,red,924,427
2488,5178,red,929,430
2489,5179,red,480,435
2489,5180,red,895,430
2489,5181,red,948,431
2489,5182,red,924,427
2489,5183,red,934,431
2490,5184,red,481,435
2490,5185,red,894,430
2490,5186,red,946,431
2490,5187,red,924,428
2490,5188,red,932,431
2491,5189,red,481,435
2491,5190,red,892,430
2491,5191,red,945,431
2491,5192,red,923,429
2491,5193,red,902,430
2491,5194,red,914,429
2492,5195,red,480,436
2492,5196,red,892,430
2492,5197,red,944,431
2492,5198,red,917,430
2492,5199,red,924,432
2493,5200,red,479,436
2493,5201,red,889,429
2493,5202,red,944,430
2493,5203,red,919,429
2494,5204,red,479,436
2494,5205,red,945,431
2494,5206,red,895,431
2494,5207,red,927,432
2495,5208,red,478,436
2495,5209,red,943,433
2495,5210,red,898,431
2496,5211,red,479,438
2496,5212,red,943,434
2497,5213,red,479,439
2497,5214,red,949,435
2497,5215,red,866,428
2498,5216,red,479,439
2498,5217,red,952,436
2498,5218,red,864,430
2498,5219,red,888,433
2499,5220,red,479,439
2499,5221,red,953,436
2499,5222,red,864,430
2499,5223,red,888,432
2500,5224,red,479,441
2500,5225,red,864,430
2500,5226,red,955,438
2500,5227,red,894,433
2500,5228,red,884,432
2501,5229,red,865,430
2501,5230,red,479,441
2501,5231,red,955,438
2501,5232,red,893,432
2502,5233,red,479,441
2502,5234,red,867,430
2502,5235,red,957,440
2502,5236,red,892,433
2503,5237,red,478,441
2503,5238,red,866,430
2503,5239,red,956,439
2503,5240,red,891,434
2504,5241,red,476,441
2504,5242,red,956,440
2505,5243,red,957,440
2505,5244,red,476,441
2506,5245,red,955,440
2506,5246,red,471,441
2506,5247,red,839,432
2507,5248,red,469,441
2507,5249,red,841,431
2507,5250,red,954,439
2508,5251,red,468,442
2508,5252,red,955,441
2508,5253,red,847,432
2509,5254,red,466,442
2509,5255,red,955,442
2509,5256,red,851,431
2510,5257,red,951,438
2510,5258,red,464,441
2510,5259,red,856,430
2511,5260,red,461,440
2511,5261,red,951,438
2512,5262,red,454,441
2512,5263,red,948,444
2513,5264,red,453,441
2514,5265,red,450,438
2514,5266,red,927,437
2515,5267,red,449,439
2515,5268,red,930,436
2516,5269,red,928,437
2516,5270,red,449,440
2517,5271,red,924,436
2517,5272,red,447,441
2518,5273,red,922,437
2518,5274,red,445,442
2519,5275,red,442,442
2519,5276,red,899,436
2519,5277,red,811,434
2519,5278,red,866,435
2520,5279,red,441,441
2520,5280,red,903,436
2520,5281,red,805,433
2521,5282,red,440,440
2521,5283,red,897,435
2521,5284,red,802,432
2522,5285,red,440,438
2522,5286,red,899,434
2522,5287,red,800,432
2523,5288,red,894,433
2523,5289,red,439,441
2523,5290,red,791,433
2524,5291,red,887,431
2524,5292,red,439,443
2524,5293,red,785,432
2524,5294,red,808,420
2525,5295,red,885,430
2525,5296,red,440,441
2525,5297,red,782,429
2525,5298,red,806,417
2526,5299,red,442,440
2526,5300,red,878,427
2526,5301,red,776,425
2527,5302,red,443,435
2527,5303,red,772,417
2527,5304,red,871,422
2527,5305,red,814,415
2528,5306,red,867,414
2528,5307,red,768,407
2528,5308,red,447,432
2528,5309,red,811,407
2528,5310,red,804,410
2529,5311,red,449,427
2529,5312,red,860,409
2529,5313,red,771,404
2529,5314,red,799,407
2529,5315,red,805,406
2529,5316,red,761,406
2530,5317,red,790,392
2530,5318,red,743,390
2530,5319,red,450,420
2530,5320,red,757,390
2531,5321,red,777,383
2531,5322,red,731,386
2531,5323,red,447,415
2531,5324,red,807,386
2531,5325,red,751,381
2532,5326,red,759,372
2532,5327,red,714,372
2532,5328,red,792,374
2532,5329,red,440,405
2532,5330,red,815,372
2532,5331,red,801,374
2533,5332,red,745,364
2533,5333,red,701,362
2533,5334,red,437,401
2533,5335,red,799,367
2533,5336,red,781,366
2533,5337,red,713,361
2534,5338,red,431,392
2534,5339,red,726,351
2534,5340,red,774,353
2534,5341,red,683,349
2534,5342,red,695,348
2535,5343,red,761,345
2535,5344,red,673,342
2535,5345,red,715,342
2535,5346,red,428,383
2535,5347,red,683,341
2535,5348,red,688,338
2535,5349,red,730,343
2536,5350,red,744,333
2536,5351,red,694,330
2536,5352,red,649,331
2536,5353,red,424,376
2536,5354,red,667,328
2536,5355,red,726,331
2536,5356,red,670,323
2537,5357,red,733,325
2537,5358,red,686,324
2537,5359,red,641,320
2537,5360,red,422,371
2537,5361,red,653,321
2538,5362,red,717,316
2538,5363,red,668,314
2538,5364,red,421,365
2538,5365,red,624,311
2538,5366,red,639,311
2538,5367,red,619,318
2539,5368,red,706,310
2539,5369,red,658,309
2539,5370,red,617,306
2539,5371,red,420,361
2540,5372,red,692,305
2540,5373,red,604,302
2540,5374,red,645,302
2540,5375,red,416,358
2540,5376,red,662,303
2541,5377,red,679,300
2541,5378,red,631,298
2541,5379,red,413,355
2541,5380,red,592,295
2541,5381,red,601,295
2542,5382,red,657,291
2542,5383,red,607,290
2542,5384,red,574,289
2542,5385,red,408,354
2542,5386,red,648,291
2543,5387,red,644,287
2543,5388,red,595,287
2543,5389,red,405,353
2543,5390,red,588,286
2544,5391,red,631,283
2544,5392,red,581,282
2544,5393,red,404,352
2544,5394,red,618,284
2545,5395,red,615,278
2545,5396,red,402,353
2545,5397,red,562,277
2546,5398,red,593,275
2546,5399,red,398,356
2547,5400,red,398,358
2547,5401,red,583,272
2547,5402,red,490,269
2548,5403,red,579,269
2548,5404,red,398,360
2548,5405,red,484,267
2548,5406,red,474,268
2549,5407,red,391,361
2549,5408,red,558,262
2549,5409,red,454,262
2550,5410,red,388,361
2550,5411,red,554,269
2550,5412,red,440,253
2551,5413,red,386,361
2551,5414,red,431,252
2552,5415,red,387,363
2552,5416,red,450,247
2553,5417,red,385,362
2553,5418,red,433,246
2553,5419,red,469,251
2554,5420,red,385,365
2554,5421,red,423,241
2554,5422,red,463,242
2555,5423,red,386,367
2555,5424,red,457,239
2556,5425,red,392,369
2556,5426,red,445,230
2557,5427,red,398,367
2557,5428,red,440,228
2557,5429,red,385,359
2558,5430,red,402,375
2559,5431,red,407,378
2560,5432,red,411,376
2561,5433,red,246,219
2562,5434,yellow,409,375
2563,5435,red,411,378
2564,5436,red,419,390
2565,5437,red,428,394
2566,5438,red,435,403
2566,5439,red,128,205
2567,5440,red,436,404
2567,5441,red,123,204
2568,5442,red,451,417
2568,5443,red,98,193
2569,5444,red,462,422
2569,5445,red,81,189
2570,5446,red,469,426
2570,5447,red,110,187
2570,5448,red,55,189
2570,5449,red,71,189
2571,5450,red,489,437
2571,5451,red,34,184
2571,5452,red,82,188
2572,5453,red,50,184
2572,5454,red,96,187
2572,5455,red,20,179
2572,5456,red,506,443
2573,5457,red,86,184
2573,5458,red,30,182
2573,5459,red,10,178
2573,5460,red,520,458
2574,5461,red,57,181
2574,5462,red,14,167
2575,5463,red,49,179
2575,5464,red,10,171
2576,5465,red,28,179
2576,5466,red,596,459
2577,5467,red,20,177
2577,5468,red,616,460
2578,5469,red,9,173
2578,5470,red,645,475
2580,5471,red,677,510
2581,5472,red,707,513
2583,5473,red,1041,151
2587,5474,red,994,163
2588,5475,red,977,167
2589,5476,red,973,169
2595,5477,red,788,168
2596,5478,red,769,168
2597,5479,red,734,169
2598,5480,red,688,166
2603,5481,red,1047,141
2604,5482,red,1019,140
2604,5483,red,1050,142
2605,5484,red,985,139
2605,5485,red,1024,143
2605,5486,red,997,139
2606,5487,red,986,143
2606,5488,red,946,138
2606,5489,red,1067,149
2607,5490,red,1016,145
2607,5491,red,940,137
2607,5492,red,981,141
2607,5493,red,1062,149
2607,5494,red,951,137
2608,5495,red,973,142
2608,5496,red,902,134
2608,5497,red,938,136
2608,5498,red,911,134
2609,5499,red,949,140
2609,5500,red,870,133
2609,5501,red,916,136
2609,5502,red,385,153
2609,5503,red,1008,147
2610,5504,red,937,140
2610,5505,red,903,136
2610,5506,red,860,133
2610,5507,red,378,152
2610,5508,red,996,146
2611,5509,red,895,139
2611,5510,red,816,132
2611,5511,red,860,136
2611,5512,red,334,154
2612,5513,red,837,134
2612,5514,red,795,131
2612,5515,red,875,137
2612,5516,red,312,154
2613,5517,red,854,137
2613,5518,red,288,148
2613,5519,red,822,132
2613,5520,red,773,129
2613,5521,red,786,130
2613,5522,red,910,141
2614,5523,red,817,136
2614,5524,red,783,131
2614,5525,red,248,149
2614,5526,red,734,130
2614,5527,red,751,128
2614,5528,red,871,140
2615,5529,red,800,135
2615,5530,red,231,146
2615,5531,red,722,128
2615,5532,red,767,130
2615,5533,red,859,138
2615,5534,red,734,127
2616,5535,red,777,134
2616,5536,red,695,126
2616,5537,red,207,144
2616,5538,red,837,139
2616,5539,red,740,130
2616,5540,red,710,125
2617,5541,red,765,133
2617,5542,red,684,125
2617,5543,red,825,139
2617,5544,red,193,144
2617,5545,red,728,129
2617,5546,red,699,125
2618,5547,red,718,133
2618,5548,red,651,124
2618,5549,red,776,138
2618,5550,red,143,143
2618,5551,red,683,128
2618,5552,red,120,145
2619,5553,red,704,133
2619,5554,red,762,137
2619,5555,red,126,142
2619,5556,red,671,127
2620,5557,red,689,132
2620,5558,red,747,137
2620,5559,red,98,142
2620,5560,red,656,127
2620,5561,red,117,142
2621,5562,red,81,140
2621,5563,red,661,132
2621,5564,red,718,136
2622,5565,red,56,134
2622,5566,red,693,134
2622,5567,red,632,129
2623,5568,red,53,136
2623,5569,red,682,134
2623,5570,red,625,129
2624,5571,red,673,130
2624,5572,red,48,135
2624,5573,red,618,125
2625,5574,red,43,121
2625,5575,red,660,122
2626,5576,red,38,113
2626,5577,red,651,121
2627,5578,red,33,117
2627,5579,red,641,122
2628,5580,red,31,123
2628,5581,red,638,122
2629,5582,red,21,127
2629,5583,red,623,122
2630,5584,red,19,128
2630,5585,red,618,121
2631,5586,red,16,127
2631,5587,red,612,121
2632,5588,red,14,122
2632,5589,red,604,120
2633,5590,red,14,122
2633,5591,red,602,120
2634,5592,red,15,123
2634,5593,red,606,121
2635,5594,red,16,124
2635,5595,red,607,121
2636,5596,red,16,126
2636,5597,red,607,122
2636,5598,red,555,117
2637,5599,red,17,125
2637,5600,red,608,122
2637,5601,red,554,118
2638,5602,red,608,122
2638,5603,red,17,123
2638,5604,red,554,118
2639,5605,red,14,121
2639,5606,red,608,121
2639,5607,red,553,118
2640,5608,red,608,121
2640,5609,red,552,117
2640,5610,red,11,122
2641,5611,red,552,117
2641,5612,red,608,121
2641,5613,red,10,122
2642,5614,red,609,121
2642,5615,red,552,118
2642,5616,red,11,122
2643,5617,red,552,117
2643,5618,red,609,121
2643,5619,red,14,122
2644,5620,red,552,117
2644,5621,red,612,122
2644,5622,red,15,122
2644,5623,red,599,121
2645,5624,red,552,116
2645,5625,red,612,122
2645,5626,red,15,120
2645,5627,red,597,121
2646,5628,red,552,116
2646,5629,red,16,124
2646,5630,red,612,121
2646,5631,red,598,121
2647,5632,red,551,116
2647,5633,red,16,124
2647,5634,red,609,121
2648,5635,red,697,322
2649,5636,red,698,325
2650,5637,red,697,328
2651,5638,red,697,334
2652,5639,red,697,339
2653,5640,red,697,342
2654,5641,red,696,349
2655,5642,red,695,353
2656,5643,red,694,358
2657,5644,red,694,360
2658,5645,red,693,363
2659,5646,red,692,358
2660,5647,red,692,348
2661,5648,red,690,340
2662,5649,red,691,323
2663,5650,red,689,314
2664,5651,red,689,301
2665,5652,red,686,295
2666,5653,red,688,282
2667,5654,red,686,275
2668,5655,red,688,268
